Date,hour,A,B,C,D,E,F,G,H,NEW,Acon,Bcon,Ccon,Dcon,Econ,Fcon,Gcon,Hcon,NEWcon
2017-07-19-2,2,511.2,693.36,471.6,302.4,410,53.82,751.68,947.43,743.04,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-07-19-3,3,556.2,663.3,434.4,347.4,417.1,41.49,730.08,911.25,764.64,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-07-19-4,4,523.08,649.98,276,308.4,421.62,23.04,487.26,1009.35,762.84,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-07-19-5,5,512.1,652.86,685.2,772.8,418.72,22.32,733.5,1054.44,775.8,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-07-19-6,6,617.94,722.16,1300.8,1135.2,415.19,21.42,761.94,948.96,887.4,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-07-19-7,7,727.74,855.36,1749,1549.8,526.5,23.94,693.9,933.66,1111.32,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-07-19-8,8,771.84,884.88,1841.4,1410.6,525.63,107.82,850.86,974.07,1532.52,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-07-19-9,9,674.1,870.3,1526.4,1081.8,502.66,208.89,835.38,979.2,2062.08,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-07-19-10,10,633.24,868.86,1453.8,1170,463.92,191.25,877.5,918.72,2448.72,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-07-19-11,11,628.56,871.74,1621.2,1268.4,455.76,194.67,786.78,964.62,2633.4,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-07-19-12,12,631.44,894.96,1576.2,946.2,397.19,131.04,675.36,1053.63,2599.2,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-07-19-13,13,673.38,873.54,1482,1122.6,529.85,147.51,841.14,1059.75,2716.56,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-07-19-14,14,605.16,893.16,1717.2,1177.2,542.98,193.23,757.08,1024.92,2715.84,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-07-19-15,15,617.4,910.8,1485.6,1268.4,560.34,211.14,846.36,983.16,2634.84,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-07-19-16,16,628.38,925.02,1505.4,1119,561.17,219.78,597.96,1030.5,2554.2,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-07-19-17,17,677.7,949.86,1800.6,1143.6,547.99,71.55,143.82,899.82,2406.6,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-07-19-18,18,818.1,1001.88,1684.8,1131,328.22,53.19,129.96,986.49,2194.56,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-07-19-19,19,842.4,1052.64,1571.4,1166.4,371.27,42.48,131.4,1059.48,1930.32,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-07-19-20,20,889.2,1093.14,1341.6,925.8,396.98,30.06,542.52,1028.61,1653.84,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-07-19-21,21,885.96,1121.4,1326.6,882,392.61,28.98,746.64,1009.98,1341.72,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-07-19-22,22,847.44,1088.1,1039.8,854.4,394.45,27,740.52,1027.62,900,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-07-19-23,23,750.06,1055.34,1090.8,840.6,393.19,25.29,767.34,1082.7,830.88,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-07-20-0,0,636.3,927.72,434.4,489,381.31,26.28,643.32,1136.34,743.04,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-07-20-1,1,549.72,813.6,511.2,376.8,397.84,25.11,750.24,993.87,720.36,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-07-20-2,2,502.02,741.06,433.8,307.8,397.12,24.48,780.66,964.35,727.92,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-07-20-3,3,550.44,704.34,475.2,376.2,394.16,25.56,776.52,1059.84,753.84,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-07-20-4,4,525.78,677.7,336.6,330,385.63,26.55,459.54,1131.75,766.8,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-07-20-5,5,514.08,666.72,934.2,604.2,400.57,23.85,720.18,1044.27,804.6,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-07-20-6,6,626.04,698.4,1276.2,1131,393.76,25.65,743.22,1004.31,917.64,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-07-20-7,7,742.5,773.28,1389.6,1579.2,482.54,64.08,649.62,1097.19,1028.52,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-07-20-8,8,794.52,872.46,1896.6,1510.2,498.38,304.47,775.44,1116.63,1479.6,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-07-20-9,9,698.22,944.1,1564.2,1312.2,496.54,421.92,799.74,1073.16,2063.16,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-07-20-10,10,630.54,941.58,1279.8,1272.6,489.74,322.29,931.14,989.46,2681.28,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-07-20-11,11,623.16,955.08,1399.2,1267.2,506.84,423.81,821.88,1046.52,2717.64,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-07-20-12,12,621.9,949.32,1253.4,1036.8,380.85,294.3,672.3,1032.39,2644.92,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-07-20-13,13,669.6,937.08,1783.8,1129.2,431.25,334.17,826.74,976.23,2765.52,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-07-20-14,14,615.42,935.46,1661.4,1266,428.29,370.89,727.56,1087.47,2793.96,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-07-20-15,15,627.66,944.28,1524,1204.8,450.86,404.73,771.48,1042.56,2779.56,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-07-20-16,16,635.4,978.66,1533,1053.6,537.95,409.77,691.56,1062.72,2752.56,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-07-20-17,17,663.12,954,1651.8,1061.4,484.48,380.97,587.52,1050.3,2671.56,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-07-20-18,18,795.24,986.58,1791.6,1236.6,404.18,409.5,593.82,991.8,2394,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-07-20-19,19,816.84,1051.56,1510.2,1278,402.98,430.83,606.96,1051.38,1982.52,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-07-20-20,20,879.3,1132.38,1380,944.4,383.48,329.22,622.62,1124.28,1701.72,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-07-20-21,21,903.06,1138.5,1452,877.8,385.16,383.58,774.18,1054.62,1342.44,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-07-20-22,22,848.52,1101.42,1537.8,841.2,296.68,421.38,791.64,943.74,936.36,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-07-20-23,23,752.4,1100.7,1031.4,871.2,320.21,404.1,775.98,1047.33,830.88,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-07-21-0,0,638.1,1026.9,435.6,487.2,377.6,200.79,638.28,1077.21,767.52,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-07-21-1,1,550.98,918.72,582,393.6,362.46,184.05,720.72,997.83,706.68,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-07-21-2,2,502.56,814.68,543,335.4,280.15,317.07,763.2,985.05,709.2,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-07-21-3,3,532.26,740.52,553.2,384.6,270.76,400.86,755.1,1014.48,687.24,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-07-21-4,4,545.76,674.1,367.8,315,272.56,407.61,493.38,1108.35,690.48,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-07-21-5,5,518.4,663.84,725.4,596.4,292.75,331.38,765,1020.06,703.08,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-07-21-6,6,612.36,674.28,1141.2,1026.6,248.87,374.85,713.7,896.67,744.84,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-07-21-7,7,727.92,740.34,1582.8,1414.8,314.61,414,732.06,1058.76,760.32,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-07-21-8,8,775.98,831.42,1851,1393.2,345.67,361.35,899.46,1109.25,824.04,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-07-21-9,9,690.66,934.2,1542.6,1014,391.61,370.26,867.96,1136.43,1013.4,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-07-21-10,10,636.66,995.04,1692,1144.8,380.23,326.16,923.22,1058.67,1696.32,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-07-21-11,11,618.66,1045.62,1301.4,1293,417.93,333.45,772.02,1126.53,1775.88,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-07-21-12,12,626.58,1063.44,1524,1092,275.76,192.78,678.24,1141.47,1820.52,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-07-21-13,13,657.54,1055.16,1255.8,1003.2,417.92,324.9,762.48,929.07,1833.12,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-07-21-14,14,602.46,1101.96,1534.2,1165.2,444.52,322.38,632.7,724.95,1823.76,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-07-21-15,15,605.16,1099.26,1350,1227.6,512.16,290.61,657.72,618.75,1793.88,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-07-21-16,16,624.24,1120.32,1080,1036.2,515.02,352.53,597.78,734.94,1786.32,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-07-21-17,17,671.76,1134.54,1382.4,1107,465.7,317.07,489.96,792.72,1697.04,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-07-21-18,18,786.24,1194.3,1594.2,1200.6,343.98,331.11,489.42,800.91,1627.92,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-07-21-19,19,817.92,1245.96,1232.4,1186.8,375.98,490.05,482.22,796.86,1414.8,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-07-21-20,20,894.24,1277.1,1421.4,979.8,399.21,398.7,542.88,1043.64,1227.6,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-07-21-21,21,893.34,1252.8,1149.6,931.2,399.97,388.53,740.88,1022.94,1039.32,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-07-21-22,22,840.96,1209.24,1075.8,858,375.68,454.77,723.24,854.91,762.84,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-07-21-23,23,765.54,1079.46,1010.4,858,307.15,412.2,732.24,845.73,739.44,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-07-22-0,0,656.28,935.46,433.2,482.4,311.8,214.65,643.5,974.43,715.32,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-07-22-1,1,560.34,818.46,468.6,370.2,379.19,198.99,745.92,816.84,690.84,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-07-22-2,2,506.88,728.46,403.8,309,380.87,378.36,781.02,728.55,707.04,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-07-22-3,3,551.16,691.92,463.8,378.6,376.12,311.04,764.1,840.06,693.36,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-07-22-4,4,527.58,685.8,433.8,318.6,381.64,497.97,500.04,980.91,677.16,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-07-22-5,5,516.78,696.78,865.8,471,390.78,510.39,756.18,894.06,666.36,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-07-22-6,6,622.26,776.16,1100.4,700.8,384.09,387.45,757.8,908.28,683.28,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-07-22-7,7,738.9,924.66,1037.4,1242.6,442.84,368.91,676.08,918.54,693.72,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-07-22-8,8,783,952.56,1440,1171.8,457.05,427.59,603.36,951.48,713.16,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-07-22-9,9,698.58,934.2,1380,980.4,504.98,377.82,604.08,910.98,923.76,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-07-22-10,10,650.34,929.7,1399.2,991.2,551.88,398.25,616.14,855.36,1463.4,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-07-22-11,11,633.06,911.34,1554.6,1199.4,510.64,397.08,579.06,909.72,1506.24,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-07-22-12,12,626.58,974.34,1583.4,1104,386.29,262.89,544.5,766.26,1527.12,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-07-22-13,13,675.36,1003.32,1770,1090.2,464.47,335.7,606.96,828.99,1532.88,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-07-22-14,14,626.76,1020.6,1862.4,1074,465.04,476.1,563.76,1028.43,1541.16,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-07-22-15,15,628.38,1039.5,1384.8,1099.2,420.94,331.56,594.54,1059.21,1532.52,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-07-22-16,16,656.82,1080.54,1638.6,954,469.51,311.13,446.4,894.42,1532.16,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-07-22-17,17,682.02,1100.34,1846.8,1045.8,484.28,301.23,140.58,860.85,1520.28,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-07-22-18,18,798.66,1214.1,1747.2,773.4,365.11,400.05,135.36,948.78,1393.56,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-07-22-19,19,819.36,1339.56,1297.2,999.6,376.45,412.11,195.3,943.74,1317.96,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-07-22-20,20,864.72,1364.76,1205.4,844.8,369.84,425.97,250.02,846.99,1197,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-07-22-21,21,867.06,1410.66,1171.2,942,355.9,416.52,305.82,914.31,963.36,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-07-22-22,22,851.76,1317.96,1285.2,790.2,379.11,390.51,308.88,949.05,718.92,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-07-22-23,23,777.24,1216.08,966,799.8,373.47,383.22,303.84,860.85,697.68,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-07-23-0,0,686.88,1038.24,315,420,366.19,225.27,273.78,805.95,671.4,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-07-23-1,1,596.16,898.38,322.2,358.2,354.03,201.24,312.3,791.55,664.92,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-07-23-2,2,531.72,784.62,253.2,294,344.77,401.67,318.78,873,670.32,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-07-23-3,3,560.34,738.18,315.6,375,378.97,369.72,305.1,821.25,672.84,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-07-23-4,4,544.14,729.18,334.8,329.4,374.62,295.74,223.02,670.77,673.56,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-07-23-5,5,503.64,734.4,910.2,568.8,384.79,310.59,290.34,699.21,695.16,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-07-23-6,6,553.68,786.6,1140,780.6,375.06,328.23,278.28,673.74,808.56,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-07-23-7,7,653.94,925.74,1187.4,1121.4,496.72,277.02,261.9,696.96,1031.76,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-07-23-8,8,774,966.42,1234.8,1440.6,462.66,323.55,394.38,666.36,1465.92,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-07-23-9,9,776.88,908.82,1146.6,1074.6,476.74,336.87,399.24,582.66,1973.88,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-07-23-10,10,752.58,285.84,1347,1074.6,501.04,401.85,393.12,602.82,2333.16,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-07-23-11,11,747.9,899.64,1129.2,1211.4,468.55,357.12,390.06,621,2612.52,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-07-23-12,12,751.68,942.3,1374.6,1042.2,371.74,241.65,404.1,718.56,2582.64,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
